Rating,Company,Average,Lowest,Highest,yr/mo/hr
4.4,ThinkBumblebee Analytics,1090838,"13,10,353","14,16,741",/yr
4.4,LetsGrowMore,479870,"5,71,536","6,28,140",/yr
4.4,Microsoft,962262,"8,00,000","16,05,654",/yr
4.4,Professional Data Analysts,933955,"2,49,803","20,85,085",/yr
4.4,Knowledge Lens,910832,"5,39,610","17,37,470",/yr
4.4,Aidetic,628072,"5,73,398","9,96,782",/yr
4.4,ShareChat,3333502,"23,33,755","60,00,000",/yr
4.4,Boston Consulting Group,1423678,"9,05,295","26,53,900",/yr
4.4,Thoughtworks,1424863,"8,96,616","26,65,541",/yr
4.4,AppyHigh Technology,882818,"8,86,161","13,20,884",/yr
4.4,Ideas2IT,1203576,"6,11,094","23,97,847",/yr
4.4,TECH I.S,653549,"3,60,000","12,73,872",/yr
4.4,Netomi,1645214,"6,33,562","34,79,473",/yr
4.4,Red Hat,2651536,"10,27,828","56,01,011",/yr
4.4,Exdion,498822,"6,02,425","6,44,630",/yr
4.4,Umitas Technologies,477432,"5,70,516","6,23,064",/yr
4.4,Tech Holding,514005,"6,21,064","6,63,949",/yr
4.4,TrueBees Technologies,501280,"6,02,450","6,50,749",/yr
4.4,Indigen Technologies,5147152,"61,96,273","66,71,606",/yr
4.4,Futurense Technologies,657079,"7,82,157","8,60,541",/yr
4.4,ShellSquare,408049,"4,89,367","5,30,755",/yr
4.4,Game Marketing Genie,1043476,"12,44,044","13,64,647",/yr
4.4,Qwerty Concepts,4199960,"50,19,171","54,80,729",/yr
4.4,Aita Consulting Services,1034068,"12,41,486","13,43,684",/yr
4.4,Promaestro Techsource,1224635,"14,77,236","15,84,352",/yr
4.4,Vermeer,320213,"3,85,736","4,14,797",/yr
4.4,Blink Digital (India),361689,"4,32,688","4,71,534",/yr
4.4,Shogini Technoarts,297931,"3,55,969","3,88,859",/yr
4.4,Impressico Business Solutions,702843,"8,44,422","9,12,685",/yr
4.4,entomo,273962,"3,26,282","3,58,624",/yr
4.4,RedDoorz,707321,"8,45,954","9,22,348",/yr
4.4,Loubac Top Environmental,1021309,"12,15,754","13,37,519",/yr
4.4,CRE Matrix,1123713,"13,40,472","14,68,810",/yr
4.4,Pune Institute of Computer Technology,402076,"4,81,195","5,23,995",/yr
4.4,SoulPage IT Solutions,418295,"5,00,346","5,45,391",/yr
4.4,LendingKart,943540,"11,26,234","12,32,616",/yr
4.4,Meralco,616737,"7,43,449","7,98,394",/yr
4.4,Nivass IT Solutions,670636,"8,05,031","8,71,559",/yr
4.4,Attentive AI,759301,"9,07,194","9,91,058",/yr
4.4,Akamai,1472118,"17,66,421","19,13,875",/yr
4.4,"First Rate, Inc",44194,"53,019","57,465",/yr
4.4,Dexlock,26636,"31,783","34,807",/yr
4.4,KocharTech,46716,"55,990","60,800",/yr
4.4,Fiverr Inc.,25303,"30,609","32,648",/yr
4.4,IIT Kharagpur,81473,"97,635","1,06,048",/yr
4.4,Robosoft Technologies,8893,"10,759","11,473",/yr
4.4,HSH+S Personalberatung,217524,"2,62,280","2,81,531",/yr
4.4,Samyak Software,51083,"61,197","66,510",/yr
4.4,Litifer,8742,"10,482","11,373",/yr
4.4,Experian,24544,"29,322","32,038",/yr
4.4,Microsoft,2664595,"32,28,970","34,32,518",/yr
4.4,Bepec Solutions,4203,"5,076","5,432",/yr
4.4,TECH I.S,579015,"6,96,568","7,50,969",/yr
4.4,Techolution,737434,"8,80,867","9,62,717",/yr
4.4,SelfEmployed.com,477367,"5,73,726","6,19,692",/yr
4.4,ExcelR,280413,"3,34,908","3,66,125",/yr
4.4,DataWeave,1508029,"18,08,119","19,61,954",/yr
4.4,EarlySalary.com,29662,"27,083","47,072",/yr
4.4,Techolution,12489,"14,858","16,365",/yr
4.4,Adobe,3049367,"11,99,494","64,23,924",/yr
4.4,Adobe,2789260,"22,63,053","47,10,096",/yr
4.4,Microsoft,1476295,"13,55,305","23,35,432",/yr
4.4,Microsoft,1556196,"3,42,540","35,47,949",/yr
4.4,Happiest Minds Technologies,1619217,"4,92,401","35,55,641",/yr
4.4,Microsoft,3220071,"26,65,035","53,85,142",/yr
4.4,Flutura,931684,"7,29,211","16,00,000",/yr
4.4,Boston Consulting Group,2479468,"15,80,000","46,18,671",/yr
4.4,Gojek,5233881,"55,00,000","75,84,703",/yr
4.4,Indeed,436370,"5,45,463","5,45,463",/yr
4.4,Adobe,2802518,"31,84,680","38,21,616",/yr
4.4,Adobe,2620716,"21,40,872","44,10,918",/yr
4.4,McKinsey & Company,1650351,"17,17,397","24,08,481",/yr
4.4,Happiest Minds Technologies,263514,"2,05,524","4,53,260",/yr
3.6,AgEye Technologies,432541,"5,17,519","5,63,834",/yr
3.6,Sify,853116,"10,13,651","11,19,140",/yr
3.6,ONE POINT ONE SOLUTIONS  (India),834664,"9,96,514","10,90,145",/yr
3.6,Soma Intimates,799856,"9,58,820","10,40,820",/yr
3.6,Teva Pharmaceuticals,512707,"6,16,877","6,64,890",/yr
3.6,Sciative Solutions,487868,"5,86,879","6,32,790",/yr
3.6,Rolon Seals,295181,"3,54,098","3,83,855",/yr
3.6,Ayla Networks,2401704,"29,06,190","30,98,070",/yr
3.6,ThirdLove,366357,"4,38,708","4,77,185",/yr
3.6,TAG Solutions,1225227,"14,70,431","15,92,636",/yr
3.6,Trafigura,3145187,"37,58,147","41,04,821",/yr
3.6,OnlineSales.ai,119881,"1,45,194","1,54,508",/yr
3.6,Ravid & Associates,742759,"8,90,778","9,66,119",/yr
3.6,QUILT.AI,1143068,"13,78,390","14,79,280",/yr
3.6,Voice Data Solutions,1699778,"20,53,397","21,96,049",/yr
3.6,H&M,1194672,"14,36,145","15,50,535",/yr
3.6,Infinite Computer Solutions,1390010,"16,61,053","18,13,972",/yr
3.6,Nestaway Technologies,1424955,"17,17,109","18,45,279",/yr
3.6,ABC Solutions,167018,"2,00,719","2,16,826",/yr
3.6,Fiscalia General de Justicia del Estado de Mexico,177595,"2,12,417","2,31,571",/yr
3.6,RentoMojo,1215917,"14,63,788","15,76,004",/yr
3.6,HDB Financial Services,573066,"6,92,181","7,40,484",/yr
3.6,Zen3 Info Solutions,309918,"3,72,561","4,02,235",/yr
3.6,Magnaquest,237920,"2,83,169","3,11,632",/yr
3.6,PSG College of Technology,1020898,"12,22,982","13,29,263",/yr
3.6,Devialet,612133,"7,39,424","7,90,908",/yr
3.6,J. Kumar Infraprojects,977891,"11,71,571","12,73,156",/yr
3.6,AB InBev,1554728,"18,61,890","20,24,929",/yr
3.6,Unemployed Professors,1028585,"12,45,795","13,25,667",/yr
3.6,Matrimony.com,291620,"3,49,189","3,79,861",/yr
3.6,Damac Properties,2169742,"26,18,109","28,06,245",/yr
3.6,Atos,1162152,"13,99,961","15,05,419",/yr
3.6,Star Union Dai-ichi Life Insurance,734757,"8,89,740","9,47,153",/yr
3.6,Bharat Financial Inclusion,1077723,"12,87,556","14,06,751",/yr
3.6,WayCool Foods & Products,695634,"8,35,804","9,03,282",/yr
3.6,dhiOmics Analytics Solutions,272881,"3,28,462","3,53,741",/yr
3.6,JOMO,115606,"1,39,059","1,49,956",/yr
3.6,SoCtronics,30847,"37,349","39,768",/yr
3.6,Womankind,24863,"29,765","32,393",/yr
3.6,TK Elevator,35217,"42,023","46,020",/yr
3.6,way.com,61180,"73,255","79,695",/yr
3.6,Agile Cockpit,27402,"32,821","35,683",/yr
3.6,Optimized Solutions,34003,"40,853","44,155",/yr
3.6,"NextEra Energy, Inc.",80090,"95,858","1,04,367",/yr
3.6,Husqvarna Group,76439,"91,788","99,310",/yr
3.6,Tapzo,21889,"26,186","28,537",/yr
3.6,Powerup Technology Inc,40930,"49,163","53,161",/yr
3.6,Yagna iQ,16287,"19,489","21,229",/yr
3.6,Bobble AI,87855,"1,05,184","1,14,453",/yr
3.6,Varadhi Smartek,179115,"2,15,539","2,32,249",/yr
3.6,Ospyn Technologies,29954,"36,003","38,882",/yr
3.6,infoAnalytica,31521,"37,922","40,880",/yr
3.6,Shopclues,7403,"8,887","9,621",/yr
3.6,AJIO,12312,"14,878","15,903",/yr
3.6,Videonetics,20071,"23,944","26,234",/yr
3.6,Sunera Technologies,12172,"14,615","15,816",/yr
3.6,GoFreeLab Technologies,87011,"1,03,978","1,13,549",/yr
3.6,TechieNest,81761,"97,889","1,06,513",/yr
3.6,Amazon Lab126,42514,"51,263","55,023",/yr
3.6,NorthOut,42512,"44,346","61,935",/yr
3.6,Majorel,93777,"95,479","1,38,963",/yr
3.6,Vyom Labs,21226,"22,844","30,220",/yr
3.6,Denave,83658,"73,099","1,36,047",/yr
3.6,edwisor,45339,"54,412","58,936",/yr
3.6,HDFC ERGO Health Insurance,506766,"6,10,089","6,56,827",/yr
3.6,Gi Group,400395,"4,84,021","5,16,967",/yr
3.6,Zolo,1019634,"12,27,657","13,21,428",/yr
3.6,Gi Group,257006,"3,08,869","3,33,646",/yr
3.6,WyzMindz,350532,"4,22,385","4,53,944",/yr
3.6,Nityo Infotech,1088126,"4,02,125","23,18,191",/yr
3.6,Amazon Flex,700600,"5,79,492","11,72,009",/yr
3.6,HiTech Solutions,870838,"9,79,027","11,98,067",/yr
3.6,Amity University,889218,"5,56,425","16,66,621",/yr
3.6,Kantar,627304,"6,89,293","8,78,968",/yr
3.6,Sahara India Pariwar,1206081,"11,12,169","19,03,033",/yr
3.6,Hinduja Tech,745676,"8,23,219","10,40,970",/yr
3.6,Tyson Foods,1510726,"13,60,880","24,15,934",/yr
3.6,FlexiLoans Technologies,692574,"6,06,609","11,24,825",/yr
3.6,College Board,753111,"5,98,524","12,84,254",/yr
3.6,Halliburton,682649,"7,06,826","9,99,796",/yr
3.6,Networth,32902,"38,680","43,574",/yr
3.6,EdGe Networks,988926,"5,04,590","19,67,724",/yr
3.6,Precily,553478,"6,09,214","7,74,481",/yr
3.6,Home Credit India,124081,"95,773","2,14,429",/yr
3.6,Aptus Health,807238,"7,05,683","13,12,412",/yr
3.6,Trell,1011448,"10,53,184","14,75,435",/yr
3.6,Johnson Controls,350256,"1,03,434","7,72,207",/yr
3.6,HT Media,1459914,"9,63,120","26,86,664",/yr
3.6,Johnson Controls,387595,"4,67,167","5,01,821",/yr
3.6,Technocolabs,8074,"9,714","10,471",/yr
3.6,Aptus Health,31817,"38,235","41,308",/yr
3.6,Tech Mahindra,42360,"50,735","55,165",/yr
3.6,VE Commercial Vehicles,46496,"55,747","60,494",/yr
3.6,Yodlee,32527,"39,099","42,218",/yr
3.6,Precily,21378,"25,472","27,973",/yr
3.6,UnitedHealth Group,22580,"27,210","29,239",/yr
3.6,Trell,132864,"1,58,941","1,73,219",/yr
3.6,UnitedHealth Group,962262,"8,00,000","16,05,654",/yr
3.6,Tech Mahindra,737783,"5,11,687","13,32,771",/yr
3.6,Wells Fargo,1020822,"1,52,055","24,00,000",/yr
3.6,Course5 Intelligence,807971,"6,58,452","13,61,476",/yr
3.6,Target,1487232,"6,45,500","30,72,580",/yr
3.6,Cerner,1155996,"7,34,319","21,55,671",/yr
3.6,Infosys BPM,1028205,"7,26,965","18,43,548",/yr
3.6,VE Commercial Vehicles,408371,"4,08,371","6,12,556",/yr
3.6,Tata Technologies,924504,"4,44,257","18,67,004",/yr
3.6,Elpis IT Solutions,1198522,"12,19,277","17,77,028",/yr
3.6,Pitney Bowes,1051037,"7,83,927","18,43,666",/yr
3.6,Smart Energy Water,418580,"3,82,847","6,63,602",/yr
3.6,Positive Integers,434961,"4,87,402","6,00,000",/yr
3.6,Kaplan,1504456,"17,27,310","20,33,829",/yr
3.6,AAKASH,380700,"1,02,501","8,49,248",/yr
3.6,Goods and Services Tax Network,636006,"3,60,000","12,30,016",/yr
3.6,HCL,489753,"1,99,369","10,25,013",/yr
3.6,Soujanya,494206,"5,90,727","6,44,787",/yr
3.6,Nagendran & Co,504345,"6,05,623","6,55,240",/yr
3.6,Himedia Laboratories,472536,"5,70,665","6,10,674",/yr
3.6,Gallagher,1775393,"21,26,547","23,11,935",/yr
3.6,Leo Burnett,195215,"2,34,884","2,53,154",/yr
3.6,Development Credit Bank Limited,390898,"4,69,233","5,08,011",/yr
3.6,Datalogic,165551,"1,98,853","2,15,025",/yr
3.6,Rebaca Technologies,958688,"11,61,649","12,35,071",/yr
3.6,Vserv Digital Services,1692867,"20,29,537","22,02,630",/yr
3.6,Bookmyshow,2447712,"29,31,447","31,87,832",/yr
3.6,SelotSoft,1639230,"19,54,194","21,43,880",/yr
3.6,Eko India Financial Services,1717704,"20,44,404","22,49,857",/yr
3.6,HDFC Standard Life,688138,"8,20,345","8,99,999",/yr
3.6,LendingTree,330649,"3,96,819","4,29,803",/yr
3.6,INEOS,328194,"3,94,816","4,25,668",/yr
3.6,Orkash Services,705146,"8,47,073","9,15,791",/yr
3.6,Kotak Securities,1204194,"14,38,950","15,71,535",/yr
3.6,MyMoneyMantra,1032459,"12,32,226","13,48,922",/yr
3.6,Malik Girish Anand,152702,"1,83,810","1,97,944",/yr
3.6,Smarter BIZ Technologies,427513,"5,11,360","5,57,422",/yr
3.6,"DINESH KHANNA, M.D., P.A.",853116,"10,27,597","11,05,193",/yr
3.6,Jet,324310,"3,88,181","4,22,593",/yr
3.6,Gradatim,599687,"7,18,374","7,80,844",/yr
3.6,Accurence,85397,"1,02,926","1,10,567",/yr
3.6,Rackspace Technology,16191,"19,371","21,106",/yr
3.6,Moneysupermarket Group,12812,"15,431","16,599",/yr
3.6,DPG Media,44494,"53,596","57,638",/yr
3.6,Sub-K,19499,"23,485","25,262",/yr
3.6,Lucidity Consulting Group,50351,"60,792","65,085",/yr
3.6,The Learning Curve,207,248,269,/yr
3.6,Pitney Bowes,671386,"8,00,226","8,78,239",/yr
3.6,BNY Mellon,53532,"64,190","69,641",/yr
3.6,Target,43728,"52,545","56,775",/yr
3.6,HT Media,12621,"15,286","16,266",/yr
3.6,edwisor,421945,"5,07,373","5,47,490",/yr
3.6,Zigram,1552052,"18,71,162","20,08,968",/yr
3.6,Networth,342627,"3,63,070","4,93,498",/yr
3.6,UnitedHealth Group,1508348,"7,70,871","30,00,000",/yr
3.6,Fuzzy Logix,1111334,"11,98,050","15,80,285",/yr
3.6,Target,1221353,"5,01,066","25,52,316",/yr
3.6,Aditya Birla Science and Technology Company,773426,"6,50,000","12,83,565",/yr
3.6,Sciative Solutions,453481,"3,46,771","7,86,931",/yr
3.6,Target,2765955,"29,14,887","40,00,000",/yr
3.6,Aurobindo Pharma,866581,"7,32,582","14,33,871",/yr
3.6,Blackstraw,2144758,"19,36,500","34,25,396",/yr
3.6,Smart Energy Water,590728,"7,26,820","7,50,000",/yr
3.6,Tech Mahindra,436171,"5,33,108","5,57,319",/yr
3.6,Technocolabs,416340,"1,84,502","8,56,349",/yr
3.6,Tech Mahindra,1294870,"12,70,000","19,67,175",/yr
3.6,Tech Mahindra,1973871,"15,77,948","33,56,730",/yr
3.6,Subex,627787,"6,31,179","9,38,288",/yr
3.6,Sciative Solutions,417096,"3,49,852","6,92,887",/yr
3.5,Hitech Digital,860736,"10,33,574","11,18,266",/yr
3.5,Safe Haven Security,829050,"9,91,395","10,81,231",/yr
3.5,Finomial,501458,"6,03,563","6,50,083",/yr
3.5,SCORG Technologies,535475,"6,43,915","6,94,773",/yr
3.5,VWR International,483247,"5,81,628","6,26,490",/yr
3.5,ZiffyHomes,526177,"6,29,987","6,85,455",/yr
3.5,Cognext Analytics,751809,"9,03,207","9,76,315",/yr
3.5,Ramus Musik,655398,"7,87,809","8,50,687",/yr
3.5,IDFC First Bank,978755,"11,67,445","12,79,443",/yr
3.5,Ivanti,1065364,"12,77,221","13,86,188",/yr
3.5,ABIOMED,1218796,"14,65,831","15,81,160",/yr
3.5,NSEiT,2842835,"34,12,612","36,94,475",/yr
3.5,Azentio Software,558322,"6,68,475","7,27,331",/yr
3.5,K & K Technical Group,176507,"2,11,468","2,29,800",/yr
3.5,TerraBlue XT,351704,"4,22,345","4,56,915",/yr
3.5,Amphenol,311180,"3,75,014","4,02,937",/yr
3.5,RxLogix,1262617,"15,12,084","16,44,458",/yr
3.5,BT,1125144,"13,56,738","14,56,121",/yr
3.5,Vishal Mega Mart,1203662,"14,30,805","15,78,350",/yr
3.5,Aaiena,273366,"3,27,557","3,55,858",/yr
3.5,CustomerXPs,637677,"7,64,112","8,30,080",/yr
3.5,Smiths Interconnect,286281,"3,41,466","3,74,236",/yr
3.5,Software.com,167201,"2,00,360","2,17,643",/yr
3.5,Dr. Dennis Gross Skincare,81254,"96,899","1,06,235",/yr
3.5,Brainlabs,962434,"11,47,632","12,58,452",/yr
3.5,Darashaw Consultants,173834,"2,08,364","2,26,220",/yr
3.5,Navedas,1212531,"14,47,609","15,83,718",/yr
3.5,PNB MetLife,1588107,"19,07,813","20,62,454",/yr
3.5,JSW Steel,777248,"9,38,451","10,04,668",/yr
3.5,Amnex Infotechnologies,249124,"2,96,644","3,26,165",/yr
3.5,Clarivate,761433,"9,11,478","9,92,104",/yr
3.5,Naukri Job,244164,"2,94,395","3,16,015",/yr
3.5,SOTI,582513,"7,02,362","7,53,921",/yr
3.5,Stayzilla,1217212,"14,58,268","15,84,762",/yr
3.5,Bio-Techne,41829,"50,205","54,367",/yr
3.5,Zucol Services,13397,"16,189","17,304",/yr
3.5,Entrust,33437,"39,978","43,614",/yr
3.5,Sincro,40915,"49,524","52,764",/yr
3.5,Adarsh Co-operative Bank,17833,"21,475","23,107",/yr
3.5,FirstCry com,56429,"67,691","73,381",/yr
3.5,Exponentia DataLabs,83122,"1,00,170","1,07,634",/yr
3.5,All India Institute of Medical Sciences (India),44731,"53,711","58,117",/yr
3.5,BCA,42011,"50,673","54,355",/yr
3.5,BGR The Burger Joint,16271,"19,455","21,222",/yr
3.5,Rosy Blue,405883,"4,86,410","5,28,298",/yr
3.5,Apna (India),79818,"96,543","1,03,003",/yr
3.5,Wildlife Conservation Society,16077,"19,345","20,848",/yr
3.5,Sravathi Advance Process Technologies,25280,"30,380","32,820",/yr
3.5,IQLECT,9290,"11,174","12,050",/yr
3.5,SKMI,1552457,"18,68,654","20,12,488",/yr
3.5,Sharma & Associates,324300,"3,90,125","4,20,626",/yr
3.5,Menon & Menon,144024,"1,72,541","1,87,519",/yr
3.5,a2z Development Center,61782,"74,325","80,130",/yr
3.5,Ubique Systems,645518,"6,05,541","10,08,254",/yr
3.5,Corner Stone Solution,17488,"21,007","22,712",/yr
3.5,Wozti Infotech,15009,"17,992","19,530",/yr
3.5,Wns Global Services,49660,"48,802","75,347",/yr
3.5,3i Infotech,39064,"32,137","65,524",/yr
3.5,Efftronics Systems,28934,"33,976","38,359",/yr
3.5,Wozti Infotech,155280,"1,86,547","2,01,654",/yr
3.5,Cognizant Microsoft Business Group,6222831,"75,10,707","80,46,370",/yr
3.5,KYC Hub,168608,"2,02,160","2,19,360",/yr
3.5,Yoyo,98348,"1,18,261","1,27,608",/yr
3.5,SPi Technologies,763148,"7,27,543","11,80,327",/yr
3.5,Blackhawk Network,927165,"6,08,747","17,09,165",/yr
3.5,Motilal Oswal Securities,539504,"5,89,118","7,59,643",/yr
3.5,"Vertiv, Inc.",584499,"6,76,901","7,84,346",/yr
3.5,Firstsource Solutions,911642,"6,22,928","16,56,177",/yr
3.5,Quess,652536,"7,81,468","8,49,872",/yr
3.5,CSS Corporation,1151286,"10,26,184","18,52,030",/yr
3.5,Worley,16827,"20,075","21,992",/yr
3.5,Grroom,8208,"9,818","10,702",/yr
3.5,WNS,962262,"8,00,000","16,05,654",/yr
3.5,Société Générale,7916093,"94,72,257","1,03,17,975",/yr
3.5,Cyient,492241,"5,92,089","6,38,514",/yr
3.5,WNS,888524,"2,10,038","20,11,273",/yr
3.5,Hinduja Global Solutions,773284,"2,62,991","16,70,220",/yr
3.5,L&T Technology Services,778777,"4,26,392","15,20,550",/yr
3.5,Smiths Detection,1983114,"15,77,948","33,79,838",/yr
3.5,Vanilla Networks,517711,"5,21,271","7,73,007",/yr
3.5,XPO Logistics,1531888,"16,24,673","22,05,048",/yr
3.5,Emergya Wind Technologies,518913,"6,24,325","6,72,958",/yr
3.5,Dayananda Sagar College of Engineering,511585,"6,15,020","6,63,943",/yr
3.5,KalaGato,815814,"9,76,248","10,63,286",/yr
3.5,Aryan Search,1875053,"22,36,176","24,51,456",/yr
3.5,Newgen Software,981840,"11,80,266","12,74,334",/yr
3.5,Robertshaw,248901,"2,98,293","3,23,960",/yr
3.5,Cardlytics,1630350,"19,41,717","21,34,157",/yr
3.5,Ajeenkya DY Patil University,344262,"4,11,618","4,49,036",/yr
3.5,Institute of Engineering & Management,1426953,"17,18,833","18,48,549",/yr
3.5,Shubh Solutions,885386,"10,65,139","11,48,326",/yr
3.5,GfK,324540,"3,89,356","4,21,993",/yr
3.5,GoodWorkLabs Services,931535,"11,12,460","12,16,378",/yr
3.5,Blah,870469,"10,40,581","11,35,592",/yr
3.5,Pluralsight,1538542,"18,41,818","20,04,536",/yr
3.5,Saama,642320,"7,73,232","8,32,568",/yr
3.5,GOJO,40074,"47,956","52,230",/yr
3.5,EagleView,31243,"37,494","40,614",/yr
3.5,Centura Technologies,32445,"38,889","42,224",/yr
3.5,Whole Foods Market,8442,"10,073","11,033",/yr
3.5,Entrepreneurs' Organization,65277,"78,702","84,490",/yr
3.5,ltcc,44573,"53,720","57,712",/yr
3.5,Enormous,127242,"1,52,563","1,65,543",/yr
3.5,iSOCRATES,12084,"14,491","15,719",/yr
3.5,Berger Paints,21059,"25,301","27,347",/yr
3.5,Ashoka Buildcon,119432,"1,43,481","1,55,099",/yr
3.5,TEGNA,81931,"98,379","1,06,448",/yr
3.5,GoKhana,12482,"14,882","16,323",/yr
3.5,GIST Advisory,80494,"96,982","1,04,254",/yr
3.5,NEC Corporation,71397,"85,151","93,342",/yr
3.5,Amobee,860861,"10,31,047","11,21,105",/yr
3.5,Heritage Foods India,42794,"51,123","55,862",/yr
3.5,Clover Infotech,539138,"6,45,262","7,02,582",/yr
3.5,Peacock Solar,443580,"5,33,497","5,75,452",/yr
3.5,WNS,26319,"31,449","34,349",/yr
3.5,Worley,406428,"4,90,922","5,25,149",/yr
3.5,Cognizant Microsoft Business Group,839460,"10,01,965","10,96,684",/yr
3.5,eClerx,962262,"8,00,000","16,05,654",/yr
3.5,Syngene International Limited,593409,"4,30,000","10,53,523",/yr
3.5,Société Générale,1250694,"10,75,403","20,51,332",/yr
3.5,DXC Technology,1672232,"2,13,196","39,67,383",/yr
3.5,XPO Logistics,2311957,"26,64,949","31,14,943",/yr
3.5,DXC Technology,556280,"5,37,917","8,52,784",/yr
3.5,Aurigene Discovery Technologies,597922,"2,58,200","12,36,605",/yr
3.5,SAI Life Sciences,703159,"7,46,186","10,11,712",/yr
3.5,Syngene International Limited,654284,"7,54,614","8,81,095",/yr
5,SdV,398370,"4,78,695","5,17,230",/yr
5,Mâ-Loango Regional Museum?,436936,"5,25,767","5,66,573",/yr
5,Geoinsyssoft,439107,"5,26,480","5,71,288",/yr
5,GlobalStat,424291,"5,10,188","5,50,539",/yr
5,Proadbot,836851,"10,08,529","10,83,598",/yr
5,A R M Surgical,808909,"9,74,518","10,47,755",/yr
5,Octo Inc,830519,"10,03,417","10,72,880",/yr
5,Aryavart Institute of Technology,801132,"9,68,950","10,33,880",/yr
5,Adita Technologies,829136,"9,92,701","10,80,138",/yr
5,Klaim,481262,"5,80,392","6,22,764",/yr
5,DISCITE ANALYTICS & AI,485632,"5,82,963","6,31,116",/yr
5,Forec Software Solutions,509590,"6,16,588","6,57,388",/yr
5,DataGarner,488825,"5,82,059","6,40,003",/yr
5,Pikky,611138,"7,30,842","7,97,004",/yr
5,Artigiani,597624,"7,17,544","7,76,516",/yr
5,Taskbob,1494146,"17,90,434","19,44,930",/yr
5,Xlscout,952024,"11,43,924","12,36,137",/yr
5,Seventh Contact Hiring Solutions,2499470,"29,94,726","32,53,949",/yr
5,Majestic GarbhSanskar,561702,"6,71,167","7,33,089",/yr
5,pion.ai,41926,"50,685","54,129",/yr
5,Strivemindz,168281,"2,03,776","2,16,926",/yr
5,MVJ SOFT,692234,"8,28,906","9,01,680",/yr
5,Factly Media & Research,375168,"4,49,999","4,87,922",/yr
5,Motion Infotech,1314444,"15,80,405","17,05,704",/yr
5,Société Générale de Presse,1191901,"14,29,745","15,50,008",/yr
5,Duratech Solutions,199806,"2,39,808","2,59,707",/yr
5,Lokyata,1254472,"15,13,756","16,22,425",/yr
5,"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck",962262,"8,00,000","16,05,654",/yr
5,W.O. Insurance Brokers,290869,"3,46,508","3,80,664",/yr
5,DeepIQ,970768,"11,62,417","12,64,503",/yr
5,Prashant Kumar,964646,"11,56,140","12,55,476",/yr
5,Wellspring Systems,1705878,"20,33,513","22,31,183",/yr
5,Proven Solution,719341,"8,63,694","9,34,659",/yr
5,Endovision,937026,"11,21,159","12,21,407",/yr
5,EventStreet,574465,"6,88,400","7,47,762",/yr
5,Talent Zone Consultants,198427,"2,38,254","2,57,814",/yr
5,Flipper Code,306092,"3,68,575","3,96,654",/yr
5,Exporting Solutions,557253,"6,70,439","7,22,694",/yr
5,Pugsoftonline,689420,"8,27,581","8,95,969",/yr
5,Whisp R&D,768706,"9,25,995","9,95,771",/yr
5,CronLabs Solutions,306482,"3,68,211","3,97,994",/yr
5,Aiila Innovations,372390,"4,47,242","4,83,734",/yr
5,Algebra Software Analytics,897676,"10,75,400","11,68,789",/yr
